order_id,advertiser_name,agency_name,order_date,start_date,end_date,order_total,station
WO-01516,Coeur d'Alene Resort,,2023-12-22,2024-01-14,2024-04-13,4451.14,KTMF-TV
WO-01517,Coeur d'Alene Resort,,2024-08-03,2024-08-18,2024-08-31,1534.79,KTMF-TV
WO-01518,Ellensburg Feed & Seed,Inland Media Buyers,2023-12-11,2023-12-24,2024-01-20,99.14,KTMF-TV
WO-01519,Ellensburg Feed & Seed,Inland Media Buyers,2023-12-27,2024-01-04,2024-04-03,1225.69,KWYB-TV
WO-01520,Ellensburg Feed & Seed,Inland Media Buyers,2024-06-01,2024-06-03,2024-06-30,1859.14,KTMF-TV
WO-01521,Ellensburg Feed & Seed,Inland Media Buyers,2024-10-14,2024-10-29,2024-11-04,874.08,KTMF-TV
WO-01522,Moses Lake Storage,Cascade Media Partners,2023-11-13,2023-12-11,2024-03-10,2316.85,KWYB-TV
WO-01523,Moses Lake Storage,Cascade Media Partners,2023-12-06,2024-01-01,2024-01-28,191.08,KWYB-TV
WO-01524,Moses Lake Storage,Cascade Media Partners,2024-04-05,2024-04-19,2024-05-16,1592.4,KWYB-TV
WO-01525,Moses Lake Storage,Cascade Media Partners,2024-07-29,2024-08-27,2024-10-21,4527.41,KWYB-TV
WO-01526,Moses Lake Storage,Cascade Media Partners,2024-11-16,2024-12-05,2025-01-29,1909.58,KWYB-TV
WO-01528,Pullman Pizza Palace,Copacino Fujikado,2024-01-01,2024-01-05,2024-02-01,727.38,KTMF-TV
WO-01529,Pullman Pizza Palace,Copacino Fujikado,2024-04-21,2024-04-30,2024-07-29,4345.52,KULR-TV
WO-01530,Pullman Pizza Palace,Copacino Fujikado,2024-08-03,2024-08-28,2024-09-03,82.91,KTMF-TV
WO-01531,Pullman Pizza Palace,Copacino Fujikado,2024-11-25,2024-12-04,2024-12-17,720.67,KTMF-TV
